성별,연령계층별,연,월,항목,자료값
남자,40 - 44세,2021,4,실업자[천명],46.8
남자,40 - 44세,2021,5,실업자[천명],50.9
남자,45 - 49세,2011,1,실업자[천명],52.4
남자,45 - 49세,2011,2,실업자[천명],58.8
남자,45 - 49세,2011,3,실업자[천명],53.1
남자,45 - 49세,2011,4,실업자[천명],43.9
남자,45 - 49세,2011,5,실업자[천명],37.8
남자,45 - 49세,2011,6,실업자[천명],41.1
남자,45 - 49세,2011,7,실업자[천명],45.7
남자,45 - 49세,2011,8,실업자[천명],49
남자,45 - 49세,2011,9,실업자[천명],43.9
남자,45 - 49세,2011,10,실업자[천명],39
남자,45 - 49세,2011,11,실업자[천명],35.6
남자,45 - 49세,2011,12,실업자[천명],32
남자,45 - 49세,2012,1,실업자[천명],49.5
남자,45 - 49세,2012,2,실업자[천명],49.9
남자,45 - 49세,2012,3,실업자[천명],41.6
남자,45 - 49세,2012,4,실업자[천명],37.4
남자,45 - 49세,2012,5,실업자[천명],29.9
남자,45 - 49세,2012,6,실업자[천명],39.6
남자,45 - 49세,2012,7,실업자[천명],34.2
남자,45 - 49세,2012,8,실업자[천명],37.6
남자,45 - 49세,2012,9,실업자[천명],35.7
남자,45 - 49세,2012,10,실업자[천명],28.8
남자,45 - 49세,2012,11,실업자[천명],28.6
남자,45 - 49세,2012,12,실업자[천명],29.2
남자,45 - 49세,2013,1,실업자[천명],39.7
남자,45 - 49세,2013,2,실업자[천명],40.7
남자,45 - 49세,2013,3,실업자[천명],41.8
남자,45 - 49세,2013,4,실업자[천명],38.6
남자,45 - 49세,2013,5,실업자[천명],30.8
남자,45 - 49세,2013,6,실업자[천명],31.4
남자,45 - 49세,2013,7,실업자[천명],28.2
남자,45 - 49세,2013,8,실업자[천명],34.8
남자,45 - 49세,2013,9,실업자[천명],27.6
남자,45 - 49세,2013,10,실업자[천명],33.1
남자,45 - 49세,2013,11,실업자[천명],29.8
남자,45 - 49세,2013,12,실업자[천명],32.3
남자,45 - 49세,2014,1,실업자[천명],39.8
남자,45 - 49세,2014,2,실업자[천명],45.6
남자,45 - 49세,2014,3,실업자[천명],49
남자,45 - 49세,2014,4,실업자[천명],43.4
남자,45 - 49세,2014,5,실업자[천명],44.8
남자,45 - 49세,2014,6,실업자[천명],44.6
남자,45 - 49세,2014,7,실업자[천명],43.9
남자,45 - 49세,2014,8,실업자[천명],45.1
남자,45 - 49세,2014,9,실업자[천명],40.8
남자,45 - 49세,2014,10,실업자[천명],45.4
남자,45 - 49세,2014,11,실업자[천명],41.6
남자,45 - 49세,2014,12,실업자[천명],40
남자,45 - 49세,2015,1,실업자[천명],42.1
남자,45 - 49세,2015,2,실업자[천명],47.8
남자,45 - 49세,2015,3,실업자[천명],44.3
남자,45 - 49세,2015,4,실업자[천명],36
남자,45 - 49세,2015,5,실업자[천명],40.6
남자,45 - 49세,2015,6,실업자[천명],37.8
남자,45 - 49세,2015,7,실업자[천명],47.3
남자,45 - 49세,2015,8,실업자[천명],38.2
남자,45 - 49세,2015,9,실업자[천명],35.1
남자,45 - 49세,2015,10,실업자[천명],32.7
남자,45 - 49세,2015,11,실업자[천명],31.9
남자,45 - 49세,2015,12,실업자[천명],41.3
남자,45 - 49세,2016,1,실업자[천명],40.6
남자,45 - 49세,2016,2,실업자[천명],47.5
남자,45 - 49세,2016,3,실업자[천명],50.3
남자,45 - 49세,2016,4,실업자[천명],43.3
남자,45 - 49세,2016,5,실업자[천명],41.9
남자,45 - 49세,2016,6,실업자[천명],33.5
남자,45 - 49세,2016,7,실업자[천명],42.4
남자,45 - 49세,2016,8,실업자[천명],39.2
남자,45 - 49세,2016,9,실업자[천명],34.6
남자,45 - 49세,2016,10,실업자[천명],35.8
남자,45 - 49세,2016,11,실업자[천명],35.5
남자,45 - 49세,2016,12,실업자[천명],39.5
남자,45 - 49세,2017,1,실업자[천명],42.2
남자,45 - 49세,2017,2,실업자[천명],55.7
남자,45 - 49세,2017,3,실업자[천명],45.5
남자,45 - 49세,2017,4,실업자[천명],43.7
남자,45 - 49세,2017,5,실업자[천명],38
남자,45 - 49세,2017,6,실업자[천명],39.6
남자,45 - 49세,2017,7,실업자[천명],32.5
남자,45 - 49세,2017,8,실업자[천명],42
남자,45 - 49세,2017,9,실업자[천명],42.3
남자,45 - 49세,2017,10,실업자[천명],35
남자,45 - 49세,2017,11,실업자[천명],36.9
남자,45 - 49세,2017,12,실업자[천명],39.1
남자,45 - 49세,2018,1,실업자[천명],45.1
남자,45 - 49세,2018,2,실업자[천명],58.9
남자,45 - 49세,2018,3,실업자[천명],53.3
남자,45 - 49세,2018,4,실업자[천명],45.8
남자,45 - 49세,2018,5,실업자[천명],49
남자,45 - 49세,2018,6,실업자[천명],43.5
남자,45 - 49세,2018,7,실업자[천명],56.1
남자,45 - 49세,2018,8,실업자[천명],59.2
남자,45 - 49세,2018,9,실업자[천명],42.6
남자,45 - 49세,2018,10,실업자[천명],42.6
남자,45 - 49세,2018,11,실업자[천명],37.8
남자,45 - 49세,2018,12,실업자[천명],42.7
남자,45 - 49세,2019,1,실업자[천명],46.7
남자,45 - 49세,2019,2,실업자[천명],54.3
남자,45 - 49세,2019,3,실업자[천명],53.4
남자,45 - 49세,2019,4,실업자[천명],58.8
남자,45 - 49세,2019,5,실업자[천명],57.8
남자,45 - 49세,2019,6,실업자[천명],51.8
남자,45 - 49세,2019,7,실업자[천명],49.5
남자,45 - 49세,2019,8,실업자[천명],35.1
남자,45 - 49세,2019,9,실업자[천명],40.7
남자,45 - 49세,2019,10,실업자[천명],40.3
남자,45 - 49세,2019,11,실업자[천명],45.4
남자,45 - 49세,2019,12,실업자[천명],47.9
남자,45 - 49세,2020,1,실업자[천명],49.8
남자,45 - 49세,2020,2,실업자[천명],56.8
남자,45 - 49세,2020,3,실업자[천명],55.1
남자,45 - 49세,2020,4,실업자[천명],52.8
남자,45 - 49세,2020,5,실업자[천명],56.3
남자,45 - 49세,2020,6,실업자[천명],48.4
남자,45 - 49세,2020,7,실업자[천명],53.2
남자,45 - 49세,2020,8,실업자[천명],39.6
남자,45 - 49세,2020,9,실업자[천명],50
남자,45 - 49세,2020,10,실업자[천명],54.1
남자,45 - 49세,2020,11,실업자[천명],43.4
남자,45 - 49세,2020,12,실업자[천명],43.9
남자,45 - 49세,2021,1,실업자[천명],61.2
남자,45 - 49세,2021,2,실업자[천명],60
남자,45 - 49세,2021,3,실업자[천명],46.7
남자,45 - 49세,2021,4,실업자[천명],43.3
남자,45 - 49세,2021,5,실업자[천명],48.6
남자,50 - 54세,2011,1,실업자[천명],49.8
남자,50 - 54세,2011,2,실업자[천명],57.4
남자,50 - 54세,2011,3,실업자[천명],49.2
남자,50 - 54세,2011,4,실업자[천명],44.4
남자,50 - 54세,2011,5,실업자[천명],40
남자,50 - 54세,2011,6,실업자[천명],45.3
남자,50 - 54세,2011,7,실업자[천명],48.1
남자,50 - 54세,2011,8,실업자[천명],38.6
남자,50 - 54세,2011,9,실업자[천명],44.4
남자,50 - 54세,2011,10,실업자[천명],40.5
남자,50 - 54세,2011,11,실업자[천명],35.6
남자,50 - 54세,2011,12,실업자[천명],35.7
남자,50 - 54세,2012,1,실업자[천명],45.6
남자,50 - 54세,2012,2,실업자[천명],55.2
남자,50 - 54세,2012,3,실업자[천명],51.3
남자,50 - 54세,2012,4,실업자[천명],49.4
남자,50 - 54세,2012,5,실업자[천명],34
남자,50 - 54세,2012,6,실업자[천명],39.9
남자,50 - 54세,2012,7,실업자[천명],40.2
남자,50 - 54세,2012,8,실업자[천명],45.2
남자,50 - 54세,2012,9,실업자[천명],44.5
남자,50 - 54세,2012,10,실업자[천명],33
남자,50 - 54세,2012,11,실업자[천명],37.8
남자,50 - 54세,2012,12,실업자[천명],38.2
남자,50 - 54세,2013,1,실업자[천명],44.5
남자,50 - 54세,2013,2,실업자[천명],50.8
남자,50 - 54세,2013,3,실업자[천명],47.1
남자,50 - 54세,2013,4,실업자[천명],42.1
남자,50 - 54세,2013,5,실업자[천명],35.2
남자,50 - 54세,2013,6,실업자[천명],27.1
남자,50 - 54세,2013,7,실업자[천명],39.1
남자,50 - 54세,2013,8,실업자[천명],37.3
남자,50 - 54세,2013,9,실업자[천명],31.3
남자,50 - 54세,2013,10,실업자[천명],25.7
남자,50 - 54세,2013,11,실업자[천명],27.6
남자,50 - 54세,2013,12,실업자[천명],38.9
남자,50 - 54세,2014,1,실업자[천명],37.3
남자,50 - 54세,2014,2,실업자[천명],37
남자,50 - 54세,2014,3,실업자[천명],41.1
남자,50 - 54세,2014,4,실업자[천명],45.6
남자,50 - 54세,2014,5,실업자[천명],48.1
남자,50 - 54세,2014,6,실업자[천명],40.8
남자,50 - 54세,2014,7,실업자[천명],35.1
남자,50 - 54세,2014,8,실업자[천명],39
남자,50 - 54세,2014,9,실업자[천명],34.4
남자,50 - 54세,2014,10,실업자[천명],40.7
남자,50 - 54세,2014,11,실업자[천명],36.4
남자,50 - 54세,2014,12,실업자[천명],35.5
남자,50 - 54세,2015,1,실업자[천명],41.1
남자,50 - 54세,2015,2,실업자[천명],39.1
남자,50 - 54세,2015,3,실업자[천명],34.5
남자,50 - 54세,2015,4,실업자[천명],43.9
남자,50 - 54세,2015,5,실업자[천명],45.2
남자,50 - 54세,2015,6,실업자[천명],46.8
남자,50 - 54세,2015,7,실업자[천명],47.8
남자,50 - 54세,2015,8,실업자[천명],46.5
남자,50 - 54세,2015,9,실업자[천명],33.3
남자,50 - 54세,2015,10,실업자[천명],25.1
남자,50 - 54세,2015,11,실업자[천명],27.1
남자,50 - 54세,2015,12,실업자[천명],34.3
남자,50 - 54세,2016,1,실업자[천명],40.6
남자,50 - 54세,2016,2,실업자[천명],46.7
남자,50 - 54세,2016,3,실업자[천명],56.6
남자,50 - 54세,2016,4,실업자[천명],45.7
남자,50 - 54세,2016,5,실업자[천명],46.7
남자,50 - 54세,2016,6,실업자[천명],43.2
남자,50 - 54세,2016,7,실업자[천명],50.8
남자,50 - 54세,2016,8,실업자[천명],52.2
남자,50 - 54세,2016,9,실업자[천명],49.8
남자,50 - 54세,2016,10,실업자[천명],34.4
남자,50 - 54세,2016,11,실업자[천명],38.2
남자,50 - 54세,2016,12,실업자[천명],38.8
남자,50 - 54세,2017,1,실업자[천명],41.2
남자,50 - 54세,2017,2,실업자[천명],48.7
남자,50 - 54세,2017,3,실업자[천명],42.1
남자,50 - 54세,2017,4,실업자[천명],53.4
남자,50 - 54세,2017,5,실업자[천명],48.2
남자,50 - 54세,2017,6,실업자[천명],45.3
남자,50 - 54세,2017,7,실업자[천명],40.8
남자,50 - 54세,2017,8,실업자[천명],41.6
남자,50 - 54세,2017,9,실업자[천명],42.6
남자,50 - 54세,2017,10,실업자[천명],41.9
남자,50 - 54세,2017,11,실업자[천명],37.3
남자,50 - 54세,2017,12,실업자[천명],48.8
남자,50 - 54세,2018,1,실업자[천명],46.4
남자,50 - 54세,2018,2,실업자[천명],54.5
남자,50 - 54세,2018,3,실업자[천명],54.2
남자,50 - 54세,2018,4,실업자[천명],55.5
남자,50 - 54세,2018,5,실업자[천명],52.3
남자,50 - 54세,2018,6,실업자[천명],53.7
남자,50 - 54세,2018,7,실업자[천명],43.5
남자,50 - 54세,2018,8,실업자[천명],51.1
남자,50 - 54세,2018,9,실업자[천명],42.9
남자,50 - 54세,2018,10,실업자[천명],42.6
남자,50 - 54세,2018,11,실업자[천명],35.3
남자,50 - 54세,2018,12,실업자[천명],45.2
남자,50 - 54세,2019,1,실업자[천명],56.9
남자,50 - 54세,2019,2,실업자[천명],58.1
남자,50 - 54세,2019,3,실업자[천명],59.8
남자,50 - 54세,2019,4,실업자[천명],58.6
남자,50 - 54세,2019,5,실업자[천명],54.1
남자,50 - 54세,2019,6,실업자[천명],47.9
남자,50 - 54세,2019,7,실업자[천명],57.3
남자,50 - 54세,2019,8,실업자[천명],52
남자,50 - 54세,2019,9,실업자[천명],52.9
남자,50 - 54세,2019,10,실업자[천명],39.6
남자,50 - 54세,2019,11,실업자[천명],40
남자,50 - 54세,2019,12,실업자[천명],37.9
남자,50 - 54세,2020,1,실업자[천명],39.8
남자,50 - 54세,2020,2,실업자[천명],44.3
남자,50 - 54세,2020,3,실업자[천명],52.9
남자,50 - 54세,2020,4,실업자[천명],56.3
남자,50 - 54세,2020,5,실업자[천명],60.6
남자,50 - 54세,2020,6,실업자[천명],50.9
남자,50 - 54세,2020,7,실업자[천명],55.9
남자,50 - 54세,2020,8,실업자[천명],32.3
남자,50 - 54세,2020,9,실업자[천명],37.3
남자,50 - 54세,2020,10,실업자[천명],50.6
남자,50 - 54세,2020,11,실업자[천명],43.4
남자,50 - 54세,2020,12,실업자[천명],44.8
남자,50 - 54세,2021,1,실업자[천명],53.6
남자,50 - 54세,2021,2,실업자[천명],51.9
남자,50 - 54세,2021,3,실업자[천명],49.8
남자,50 - 54세,2021,4,실업자[천명],45.6
남자,50 - 54세,2021,5,실업자[천명],42
남자,55 - 59세,2011,1,실업자[천명],31.1
남자,55 - 59세,2011,2,실업자[천명],29.3
남자,55 - 59세,2011,3,실업자[천명],37.1
남자,55 - 59세,2011,4,실업자[천명],31.1
남자,55 - 59세,2011,5,실업자[천명],30.4
남자,55 - 59세,2011,6,실업자[천명],28.5
남자,55 - 59세,2011,7,실업자[천명],33.4
남자,55 - 59세,2011,8,실업자[천명],33.7
남자,55 - 59세,2011,9,실업자[천명],34.4
남자,55 - 59세,2011,10,실업자[천명],28.1
남자,55 - 59세,2011,11,실업자[천명],31.1
남자,55 - 59세,2011,12,실업자[천명],31.8
남자,55 - 59세,2012,1,실업자[천명],26.3
남자,55 - 59세,2012,2,실업자[천명],34.1
남자,55 - 59세,2012,3,실업자[천명],41
남자,55 - 59세,2012,4,실업자[천명],38.1
남자,55 - 59세,2012,5,실업자[천명],27.3
남자,55 - 59세,2012,6,실업자[천명],35.8
남자,55 - 59세,2012,7,실업자[천명],41.9
남자,55 - 59세,2012,8,실업자[천명],42.8
남자,55 - 59세,2012,9,실업자[천명],41.5
남자,55 - 59세,2012,10,실업자[천명],39.2
남자,55 - 59세,2012,11,실업자[천명],37.2
남자,55 - 59세,2012,12,실업자[천명],33.4
남자,55 - 59세,2013,1,실업자[천명],43.5
남자,55 - 59세,2013,2,실업자[천명],59.7
남자,55 - 59세,2013,3,실업자[천명],34.5
남자,55 - 59세,2013,4,실업자[천명],31.3
남자,55 - 59세,2013,5,실업자[천명],34.2
남자,55 - 59세,2013,6,실업자[천명],39.9
남자,55 - 59세,2013,7,실업자[천명],33.3
남자,55 - 59세,2013,8,실업자[천명],43.6
남자,55 - 59세,2013,9,실업자[천명],34.6
남자,55 - 59세,2013,10,실업자[천명],38.3
남자,55 - 59세,2013,11,실업자[천명],29.5
남자,55 - 59세,2013,12,실업자[천명],22.5
남자,55 - 59세,2014,1,실업자[천명],33.4
남자,55 - 59세,2014,2,실업자[천명],42.7
남자,55 - 59세,2014,3,실업자[천명],50
남자,55 - 59세,2014,4,실업자[천명],34.5
남자,55 - 59세,2014,5,실업자[천명],37.4
남자,55 - 59세,2014,6,실업자[천명],37.2
남자,55 - 59세,2014,7,실업자[천명],38.5
남자,55 - 59세,2014,8,실업자[천명],42.7
남자,55 - 59세,2014,9,실업자[천명],44.8
남자,55 - 59세,2014,10,실업자[천명],41.7
남자,55 - 59세,2014,11,실업자[천명],48.9
남자,55 - 59세,2014,12,실업자[천명],55.4
남자,55 - 59세,2015,1,실업자[천명],53.3
남자,55 - 59세,2015,2,실업자[천명],62.3
남자,55 - 59세,2015,3,실업자[천명],54.3
남자,55 - 59세,2015,4,실업자[천명],41.2
남자,55 - 59세,2015,5,실업자[천명],47.3
남자,55 - 59세,2015,6,실업자[천명],60
남자,55 - 59세,2015,7,실업자[천명],57.6
남자,55 - 59세,2015,8,실업자[천명],58
남자,55 - 59세,2015,9,실업자[천명],58.5
남자,55 - 59세,2015,10,실업자[천명],53.6
남자,55 - 59세,2015,11,실업자[천명],48.4
남자,55 - 59세,2015,12,실업자[천명],40.9
남자,55 - 59세,2016,1,실업자[천명],50.6
남자,55 - 59세,2016,2,실업자[천명],59.3
남자,55 - 59세,2016,3,실업자[천명],59.3
남자,55 - 59세,2016,4,실업자[천명],60.3
남자,55 - 59세,2016,5,실업자[천명],47.4
남자,55 - 59세,2016,6,실업자[천명],47.5
남자,55 - 59세,2016,7,실업자[천명],51.6
남자,55 - 59세,2016,8,실업자[천명],44
남자,55 - 59세,2016,9,실업자[천명],41.9
남자,55 - 59세,2016,10,실업자[천명],46.8
남자,55 - 59세,2016,11,실업자[천명],45.2
남자,55 - 59세,2016,12,실업자[천명],31.3
남자,55 - 59세,2017,1,실업자[천명],46
남자,55 - 59세,2017,2,실업자[천명],44.7
남자,55 - 59세,2017,3,실업자[천명],44.6
남자,55 - 59세,2017,4,실업자[천명],43.1
남자,55 - 59세,2017,5,실업자[천명],43.4
남자,55 - 59세,2017,6,실업자[천명],46.9
남자,55 - 59세,2017,7,실업자[천명],40.8
남자,55 - 59세,2017,8,실업자[천명],45.8
남자,55 - 59세,2017,9,실업자[천명],47.7
남자,55 - 59세,2017,10,실업자[천명],33.9
남자,55 - 59세,2017,11,실업자[천명],27.5
남자,55 - 59세,2017,12,실업자[천명],31.9
남자,55 - 59세,2018,1,실업자[천명],46.3
남자,55 - 59세,2018,2,실업자[천명],53.1
남자,55 - 59세,2018,3,실업자[천명],65.2
남자,55 - 59세,2018,4,실업자[천명],54.5
남자,55 - 59세,2018,5,실업자[천명],55.8
남자,55 - 59세,2018,6,실업자[천명],52
남자,55 - 59세,2018,7,실업자[천명],51.2
남자,55 - 59세,2018,8,실업자[천명],59.3
남자,55 - 59세,2018,9,실업자[천명],52.7
남자,55 - 59세,2018,10,실업자[천명],49
남자,55 - 59세,2018,11,실업자[천명],51.1
남자,55 - 59세,2018,12,실업자[천명],51.8
남자,55 - 59세,2019,1,실업자[천명],67
남자,55 - 59세,2019,2,실업자[천명],63.7
남자,55 - 59세,2019,3,실업자[천명],59.9
남자,55 - 59세,2019,4,실업자[천명],62.8
남자,55 - 59세,2019,5,실업자[천명],54.7
남자,55 - 59세,2019,6,실업자[천명],55.6
남자,55 - 59세,2019,7,실업자[천명],51.3
남자,55 - 59세,2019,8,실업자[천명],49.1
남자,55 - 59세,2019,9,실업자[천명],47.1
남자,55 - 59세,2019,10,실업자[천명],50.8
남자,55 - 59세,2019,11,실업자[천명],54.6
남자,55 - 59세,2019,12,실업자[천명],46.9
남자,55 - 59세,2020,1,실업자[천명],70
남자,55 - 59세,2020,2,실업자[천명],71
남자,55 - 59세,2020,3,실업자[천명],74.9
남자,55 - 59세,2020,4,실업자[천명],77.5
남자,55 - 59세,2020,5,실업자[천명],78
남자,55 - 59세,2020,6,실업자[천명],67.1
남자,55 - 59세,2020,7,실업자[천명],57.1
남자,55 - 59세,2020,8,실업자[천명],38.4
남자,55 - 59세,2020,9,실업자[천명],54.2
남자,55 - 59세,2020,10,실업자[천명],45.1
남자,55 - 59세,2020,11,실업자[천명],45.1
남자,55 - 59세,2020,12,실업자[천명],51.5
남자,55 - 59세,2021,1,실업자[천명],66.3
남자,55 - 59세,2021,2,실업자[천명],78.4
남자,55 - 59세,2021,3,실업자[천명],59.5
남자,55 - 59세,2021,4,실업자[천명],56.5
남자,55 - 59세,2021,5,실업자[천명],58.1
남자,60 - 64세,2011,1,실업자[천명],32.7
남자,60 - 64세,2011,2,실업자[천명],31.4
남자,60 - 64세,2011,3,실업자[천명],33.4
남자,60 - 64세,2011,4,실업자[천명],32.7
남자,60 - 64세,2011,5,실업자[천명],35.4
남자,60 - 64세,2011,6,실업자[천명],31.3
남자,60 - 64세,2011,7,실업자[천명],32.8
남자,60 - 64세,2011,8,실업자[천명],24.5
남자,60 - 64세,2011,9,실업자[천명],30.1
남자,60 - 64세,2011,10,실업자[천명],22.9
남자,60 - 64세,2011,11,실업자[천명],26.5
남자,60 - 64세,2011,12,실업자[천명],24
남자,60 - 64세,2012,1,실업자[천명],24.4
남자,60 - 64세,2012,2,실업자[천명],37.4
남자,60 - 64세,2012,3,실업자[천명],31.9
남자,60 - 64세,2012,4,실업자[천명],31.5
남자,60 - 64세,2012,5,실업자[천명],27.2
남자,60 - 64세,2012,6,실업자[천명],30.6
남자,60 - 64세,2012,7,실업자[천명],32.3
남자,60 - 64세,2012,8,실업자[천명],33.3
남자,60 - 64세,2012,9,실업자[천명],29.7
남자,60 - 64세,2012,10,실업자[천명],25.4
남자,60 - 64세,2012,11,실업자[천명],25.7
남자,60 - 64세,2012,12,실업자[천명],24.5
남자,60 - 64세,2013,1,실업자[천명],25.4
남자,60 - 64세,2013,2,실업자[천명],37.1
남자,60 - 64세,2013,3,실업자[천명],35.9
남자,60 - 64세,2013,4,실업자[천명],24
남자,60 - 64세,2013,5,실업자[천명],32.3
남자,60 - 64세,2013,6,실업자[천명],31.8
남자,60 - 64세,2013,7,실업자[천명],26
남자,60 - 64세,2013,8,실업자[천명],22.5
남자,60 - 64세,2013,9,실업자[천명],26.5
남자,60 - 64세,2013,10,실업자[천명],23.7
남자,60 - 64세,2013,11,실업자[천명],22.5
남자,60 - 64세,2013,12,실업자[천명],22.2
남자,60 - 64세,2014,1,실업자[천명],36.7
남자,60 - 64세,2014,2,실업자[천명],41.1
남자,60 - 64세,2014,3,실업자[천명],38
남자,60 - 64세,2014,4,실업자[천명],36.5
남자,60 - 64세,2014,5,실업자[천명],32
남자,60 - 64세,2014,6,실업자[천명],36.1
남자,60 - 64세,2014,7,실업자[천명],32.7
남자,60 - 64세,2014,8,실업자[천명],26.8
남자,60 - 64세,2014,9,실업자[천명],24.7
남자,60 - 64세,2014,10,실업자[천명],28.2
남자,60 - 64세,2014,11,실업자[천명],21.8
남자,60 - 64세,2014,12,실업자[천명],25.9
남자,60 - 64세,2015,1,실업자[천명],33
남자,60 - 64세,2015,2,실업자[천명],41.7
남자,60 - 64세,2015,3,실업자[천명],34.3
남자,60 - 64세,2015,4,실업자[천명],33.6
남자,60 - 64세,2015,5,실업자[천명],41.5
남자,60 - 64세,2015,6,실업자[천명],35.8
남자,60 - 64세,2015,7,실업자[천명],45.9
남자,60 - 64세,2015,8,실업자[천명],39.4
남자,60 - 64세,2015,9,실업자[천명],29.4
남자,60 - 64세,2015,10,실업자[천명],36.6
남자,60 - 64세,2015,11,실업자[천명],33.4
남자,60 - 64세,2015,12,실업자[천명],31.2
남자,60 - 64세,2016,1,실업자[천명],39
남자,60 - 64세,2016,2,실업자[천명],46
남자,60 - 64세,2016,3,실업자[천명],48.2
남자,60 - 64세,2016,4,실업자[천명],46.4
남자,60 - 64세,2016,5,실업자[천명],49.8
남자,60 - 64세,2016,6,실업자[천명],38.8
남자,60 - 64세,2016,7,실업자[천명],42.1
남자,60 - 64세,2016,8,실업자[천명],44.4
남자,60 - 64세,2016,9,실업자[천명],46.1
남자,60 - 64세,2016,10,실업자[천명],42
남자,60 - 64세,2016,11,실업자[천명],38.2
남자,60 - 64세,2016,12,실업자[천명],35.5
남자,60 - 64세,2017,1,실업자[천명],57
남자,60 - 64세,2017,2,실업자[천명],48.4
남자,60 - 64세,2017,3,실업자[천명],36
남자,60 - 64세,2017,4,실업자[천명],40.7
남자,60 - 64세,2017,5,실업자[천명],38.9
남자,60 - 64세,2017,6,실업자[천명],37.8
남자,60 - 64세,2017,7,실업자[천명],43.7
남자,60 - 64세,2017,8,실업자[천명],45.3
남자,60 - 64세,2017,9,실업자[천명],42.4
남자,60 - 64세,2017,10,실업자[천명],43.2
남자,60 - 64세,2017,11,실업자[천명],39.2
남자,60 - 64세,2017,12,실업자[천명],47.2
남자,60 - 64세,2018,1,실업자[천명],49.8
남자,60 - 64세,2018,2,실업자[천명],50.2
남자,60 - 64세,2018,3,실업자[천명],52.6
남자,60 - 64세,2018,4,실업자[천명],50.8
남자,60 - 64세,2018,5,실업자[천명],52
남자,60 - 64세,2018,6,실업자[천명],44.9
남자,60 - 64세,2018,7,실업자[천명],45.8
남자,60 - 64세,2018,8,실업자[천명],46.8
남자,60 - 64세,2018,9,실업자[천명],53.9
남자,60 - 64세,2018,10,실업자[천명],50.9
남자,60 - 64세,2018,11,실업자[천명],56.6
남자,60 - 64세,2018,12,실업자[천명],54.9
남자,60 - 64세,2019,1,실업자[천명],70.4
남자,60 - 64세,2019,2,실업자[천명],75.2
남자,60 - 64세,2019,3,실업자[천명],62.2
남자,60 - 64세,2019,4,실업자[천명],61
남자,60 - 64세,2019,5,실업자[천명],69.6
남자,60 - 64세,2019,6,실업자[천명],64
남자,60 - 64세,2019,7,실업자[천명],59.4
남자,60 - 64세,2019,8,실업자[천명],47.1
남자,60 - 64세,2019,9,실업자[천명],60.4
남자,60 - 64세,2019,10,실업자[천명],59.9
남자,60 - 64세,2019,11,실업자[천명],51.7
남자,60 - 64세,2019,12,실업자[천명],60.1
남자,60 - 64세,2020,1,실업자[천명],67.3
남자,60 - 64세,2020,2,실업자[천명],61.4
남자,60 - 64세,2020,3,실업자[천명],60.8
남자,60 - 64세,2020,4,실업자[천명],59.5
남자,60 - 64세,2020,5,실업자[천명],71.2
남자,60 - 64세,2020,6,실업자[천명],63.5
남자,60 - 64세,2020,7,실업자[천명],51.8
남자,60 - 64세,2020,8,실업자[천명],39.5
남자,60 - 64세,2020,9,실업자[천명],46.7
남자,60 - 64세,2020,10,실업자[천명],46.8
남자,60 - 64세,2020,11,실업자[천명],46
남자,60 - 64세,2020,12,실업자[천명],60
남자,60 - 64세,2021,1,실업자[천명],74.3
남자,60 - 64세,2021,2,실업자[천명],86.3
남자,60 - 64세,2021,3,실업자[천명],72.7
남자,60 - 64세,2021,4,실업자[천명],66.2
남자,60 - 64세,2021,5,실업자[천명],68.2
남자,65세 이상,2011,1,실업자[천명],23
남자,65세 이상,2011,2,실업자[천명],56.5
남자,65세 이상,2011,3,실업자[천명],33.9
남자,65세 이상,2011,4,실업자[천명],23.1
남자,65세 이상,2011,5,실업자[천명],17.2
남자,65세 이상,2011,6,실업자[천명],20.9
남자,65세 이상,2011,7,실업자[천명],17.7
남자,65세 이상,2011,8,실업자[천명],17
남자,65세 이상,2011,9,실업자[천명],19.1
남자,65세 이상,2011,10,실업자[천명],14.2
남자,65세 이상,2011,11,실업자[천명],14.8
남자,65세 이상,2011,12,실업자[천명],12
남자,65세 이상,2012,1,실업자[천명],26.5
남자,65세 이상,2012,2,실업자[천명],59.7
남자,65세 이상,2012,3,실업자[천명],36.4
남자,65세 이상,2012,4,실업자[천명],22.3
남자,65세 이상,2012,5,실업자[천명],16.5
남자,65세 이상,2012,6,실업자[천명],17.5
남자,65세 이상,2012,7,실업자[천명],20.2
남자,65세 이상,2012,8,실업자[천명],20.1
남자,65세 이상,2012,9,실업자[천명],15.9
남자,65세 이상,2012,10,실업자[천명],16.9
남자,65세 이상,2012,11,실업자[천명],10.8
남자,65세 이상,2012,12,실업자[천명],15.5
남자,65세 이상,2013,1,실업자[천명],30.1
남자,65세 이상,2013,2,실업자[천명],38.8
남자,65세 이상,2013,3,실업자[천명],19.9
남자,65세 이상,2013,4,실업자[천명],14.9
남자,65세 이상,2013,5,실업자[천명],14.2
남자,65세 이상,2013,6,실업자[천명],17.3
남자,65세 이상,2013,7,실업자[천명],10.5
남자,65세 이상,2013,8,실업자[천명],10.4
남자,65세 이상,2013,9,실업자[천명],10.1
남자,65세 이상,2013,10,실업자[천명],12.6
남자,65세 이상,2013,11,실업자[천명],14.1
남자,65세 이상,2013,12,실업자[천명],16.9
남자,65세 이상,2014,1,실업자[천명],37.6
남자,65세 이상,2014,2,실업자[천명],63
남자,65세 이상,2014,3,실업자[천명],35
남자,65세 이상,2014,4,실업자[천명],18.8
남자,65세 이상,2014,5,실업자[천명],20.2
